Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2005,6,Finger Lakes,Genesee,600,"560,000"
2005,6,Capital,Greene,400,"400,000"
2005,6,North Country,Hamilton,0,"20,000"
2005,6,Mohawk Valley,Herkimer,700,"490,000"
2005,6,North Country,Jefferson,"1,000","840,000"
2005,6,New York City,Kings,"22,500","21,820,000"
2005,6,North Country,Lewis,300,"250,000"
2005,6,Finger Lakes,Livingston,700,"580,000"
2005,6,Central New York,Madison,800,"730,000"
2005,6,Finger Lakes,Monroe,"6,600","6,300,000"
2005,6,Mohawk Valley,Montgomery,700,"550,000"
2005,6,Long Island,Nassau,"10,300","11,700,000"
2005,6,New York City,New York,"16,000","16,830,000"
2005,6,Western New York,Niagara,"3,200","2,680,000"
2005,6,Mohawk Valley,Oneida,"2,300","1,930,000"
2005,6,Central New York,Onondaga,"4,000","3,880,000"
2005,6,Finger Lakes,Ontario,900,"800,000"
2005,6,Hudson Valley,Orange,"2,300","2,360,000"
2005,6,Finger Lakes,Orleans,500,"360,000"
2005,6,Central New York,Oswego,"1,900","1,880,000"
2005,6,Mohawk Valley,Otsego,500,"400,000"
2005,6,Out-of-State Resident,Out-of-State,"16,300","19,790,000"
2005,6,Hudson Valley,Putnam,800,"840,000"
2005,6,New York City,Queens,"18,600","19,670,000"
2005,6,Capital,Rensselaer,"1,300","1,190,000"
2005,6,New York City,Richmond,"3,800","4,060,000"
2005,6,Hudson Valley,Rockland,"1,800","1,930,000"
2005,6,Capital,Saratoga,"1,500","1,460,000"
2005,6,Capital,Schenectady,"1,300","1,240,000"
2005,6,Mohawk Valley,Schoharie,300,"250,000"
2005,6,Southern Tier,Schuyler,200,"200,000"
2005,6,Finger Lakes,Seneca,300,"220,000"
2005,6,Southern Tier,Steuben,"1,400","1,020,000"
2005,6,North Country,St. Lawrence,"1,200","980,000"
2005,6,Long Island,Suffolk,"12,000","13,160,000"
2005,6,Hudson Valley,Sullivan,600,"530,000"
2005,6,Southern Tier,Tioga,600,"430,000"
2005,6,Southern Tier,Tompkins,500,"430,000"
2005,6,Hudson Valley,Ulster,"1,600","1,370,000"
2005,6,Unknown Geography,Unknown,700,"800,000"
2005,6,Capital,Warren,600,"430,000"
2005,6,Capital,Washington,600,"480,000"
2005,6,Finger Lakes,Wayne,"1,100","920,000"
2005,6,Hudson Valley,Westchester,"6,600","7,190,000"
2005,6,Finger Lakes,Wyoming,500,"410,000"
2005,6,Finger Lakes,Yates,200,"160,000"
2005,5,Capital,Albany,"2,300","2,290,000"
2005,5,Western New York,Allegany,700,"620,000"
2005,5,New York City,Bronx,"14,600","13,640,000"
2005,5,Southern Tier,Broome,"2,000","1,770,000"
2005,5,Western New York,Cattaraugus,"1,300","1,230,000"
2005,5,Central New York,Cayuga,900,"850,000"
2005,5,Western New York,Chautauqua,"1,600","1,310,000"
2005,5,Southern Tier,Chemung,"1,000","990,000"
2005,5,Southern Tier,Chenango,600,"470,000"
2005,5,North Country,Clinton,"1,100","920,000"
2005,5,Capital,Columbia,400,"370,000"
2005,5,Central New York,Cortland,600,"510,000"
2005,5,Southern Tier,Delaware,400,"340,000"
2005,5,Hudson Valley,Dutchess,"1,900","2,110,000"
2005,5,Western New York,Erie,"12,800","12,140,000"
2005,5,North Country,Essex,500,"410,000"
2005,5,North Country,Franklin,700,"600,000"
2005,5,Mohawk Valley,Fulton,700,"640,000"
2005,5,Finger Lakes,Genesee,800,"680,000"
2005,5,Capital,Greene,500,"480,000"
2005,5,North Country,Hamilton,100,"60,000"
2005,5,Mohawk Valley,Herkimer,900,"710,000"
2005,5,North Country,Jefferson,"1,500","1,190,000"
2005,5,New York City,Kings,"26,400","24,340,000"
2005,5,North Country,Lewis,500,"420,000"
2005,5,Finger Lakes,Livingston,800,"710,000"
2005,5,Central New York,Madison,900,"940,000"
2005,5,Finger Lakes,Monroe,"7,200","7,150,000"
2005,5,Mohawk Valley,Montgomery,800,"730,000"
2005,5,Long Island,Nassau,"11,400","12,290,000"
2005,5,New York City,New York,"16,600","17,510,000"
2005,5,Western New York,Niagara,"3,600","3,200,000"
2005,5,Mohawk Valley,Oneida,"2,800","2,460,000"
2005,5,Central New York,Onondaga,"4,700","4,740,000"
2005,5,Finger Lakes,Ontario,"1,100","970,000"
2005,5,Hudson Valley,Orange,"2,600","2,800,000"
2005,5,Finger Lakes,Orleans,600,"470,000"
2005,5,Central New York,Oswego,"2,300","2,080,000"
2005,5,Mohawk Valley,Otsego,600,"480,000"
2005,5,Out-of-State Resident,Out-of-State,"17,200","21,600,000"
2005,5,Hudson Valley,Putnam,800,"950,000"
2005,5,New York City,Queens,"21,000","21,500,000"
2005,5,Capital,Rensselaer,"1,400","1,380,000"
2005,5,New York City,Richmond,"4,700","4,560,000"
2005,5,Hudson Valley,Rockland,"2,100","2,180,000"
2005,5,Capital,Saratoga,"1,700","1,710,000"
2005,5,Capital,Schenectady,"1,400","1,450,000"
2005,5,Mohawk Valley,Schoharie,400,"320,000"
2005,5,Southern Tier,Schuyler,300,"260,000"
2005,5,Finger Lakes,Seneca,300,"310,000"
2005,5,Southern Tier,Steuben,"1,300","1,210,000"
2005,5,North Country,St. Lawrence,"1,600","1,420,000"
2005,5,Long Island,Suffolk,"14,400","14,140,000"
2005,5,Hudson Valley,Sullivan,700,"660,000"
2005,5,Southern Tier,Tioga,600,"540,000"
2005,5,Southern Tier,Tompkins,500,"440,000"
2005,5,Hudson Valley,Ulster,"1,600","1,530,000"
2005,5,Unknown Geography,Unknown,700,"900,000"
2005,5,Capital,Warren,900,"640,000"
2005,5,Capital,Washington,700,"680,000"
2005,5,Finger Lakes,Wayne,"1,100","1,080,000"
2005,5,Hudson Valley,Westchester,"7,100","8,110,000"
2005,5,Finger Lakes,Wyoming,600,"560,000"
2005,5,Finger Lakes,Yates,300,"220,000"
2005,4,Capital,Albany,"2,700","2,250,000"
2005,4,Western New York,Allegany,900,"740,000"
2005,4,New York City,Bronx,"13,800","11,940,000"
2005,4,Southern Tier,Broome,"2,500","2,080,000"
2005,4,Western New York,Cattaraugus,"1,900","1,420,000"
2005,4,Central New York,Cayuga,"1,200","930,000"
2005,4,Western New York,Chautauqua,"2,000","1,460,000"
2005,4,Southern Tier,Chemung,"1,200","1,030,000"
2005,4,Southern Tier,Chenango,800,"640,000"
2005,4,North Country,Clinton,"1,300","1,060,000"
2005,4,Capital,Columbia,500,"460,000"
2005,4,Central New York,Cortland,900,"750,000"
2005,4,Southern Tier,Delaware,600,"440,000"
2005,4,Hudson Valley,Dutchess,"2,400","2,180,000"
2005,4,Western New York,Erie,"16,100","12,760,000"
2005,4,North Country,Essex,800,"600,000"
2005,4,North Country,Franklin,900,"730,000"
2005,4,Mohawk Valley,Fulton,900,"700,000"
2005,4,Finger Lakes,Genesee,"1,100","860,000"
2005,4,Capital,Greene,700,"560,000"
2005,4,North Country,Hamilton,200,"120,000"
2005,4,Mohawk Valley,Herkimer,"1,200","960,000"
2005,4,North Country,Jefferson,"2,100","1,560,000"
2005,4,New York City,Kings,"23,700","21,340,000"
2005,4,North Country,Lewis,700,"640,000"
2005,4,Finger Lakes,Livingston,"1,100","860,000"
2005,4,Central New York,Madison,"1,200","1,090,000"
2005,4,Finger Lakes,Monroe,"8,600","7,270,000"
2005,4,Mohawk Valley,Montgomery,"1,100","890,000"
2005,4,Long Island,Nassau,"11,800","11,570,000"
2005,4,New York City,New York,"16,200","15,430,000"
2005,4,Western New York,Niagara,"4,800","3,470,000"
2005,4,Mohawk Valley,Oneida,"3,400","2,730,000"
2005,4,Central New York,Onondaga,"5,300","4,540,000"
2005,4,Finger Lakes,Ontario,"1,500","1,180,000"
2005,4,Hudson Valley,Orange,"3,200","2,820,000"
2005,4,Finger Lakes,Orleans,800,"550,000"
2005,4,Central New York,Oswego,"2,400","1,930,000"
2005,4,Mohawk Valley,Otsego,900,"640,000"
2005,4,Out-of-State Resident,Out-of-State,"17,600","19,650,000"
2005,4,Hudson Valley,Putnam,"1,000","930,000"
2005,4,New York City,Queens,"20,400","19,440,000"
2005,4,Capital,Rensselaer,"1,900","1,580,000"
2005,4,New York City,Richmond,"3,900","3,880,000"
2005,4,Hudson Valley,Rockland,"2,200","2,070,000"
2005,4,Capital,Saratoga,"2,300","1,890,000"
2005,4,Capital,Schenectady,"1,800","1,520,000"
2005,4,Mohawk Valley,Schoharie,500,"410,000"
2005,4,Southern Tier,Schuyler,400,"320,000"
2005,4,Finger Lakes,Seneca,400,"370,000"
2005,4,Southern Tier,Steuben,"1,700","1,390,000"
2005,4,North Country,St. Lawrence,"1,900","1,510,000"
2005,4,Long Island,Suffolk,"15,100","14,130,000"
2005,4,Hudson Valley,Sullivan,"1,000","800,000"
2005,4,Southern Tier,Tioga,700,"630,000"
2005,4,Southern Tier,Tompkins,600,"480,000"
2005,4,Hudson Valley,Ulster,"1,900","1,620,000"
2005,4,Unknown Geography,Unknown,800,"830,000"
2005,4,Capital,Warren,"1,300","910,000"
2005,4,Capital,Washington,"1,000","810,000"
2005,4,Finger Lakes,Wayne,"1,600","1,310,000"
2005,4,Hudson Valley,Westchester,"8,000","7,680,000"
2005,4,Finger Lakes,Wyoming,900,"700,000"
2005,4,Finger Lakes,Yates,300,"270,000"
2005,3,Capital,Albany,"3,000","2,930,000"
2005,3,Western New York,Allegany,"1,000","1,030,000"
2005,3,New York City,Bronx,"15,100","14,310,000"
2005,3,Southern Tier,Broome,"2,800","2,890,000"
2005,3,Western New York,Cattaraugus,"1,900","1,820,000"
2005,3,Central New York,Cayuga,"1,300","1,280,000"
2005,3,Western New York,Chautauqua,"2,100","1,860,000"
2005,3,Southern Tier,Chemung,"1,300","1,340,000"
2005,3,Southern Tier,Chenango,"1,000","920,000"
2005,3,North Country,Clinton,"1,400","1,320,000"
2005,3,Capital,Columbia,700,"680,000"
2005,3,Central New York,Cortland,"1,100","1,140,000"
2005,3,Southern Tier,Delaware,600,"630,000"
2005,3,Hudson Valley,Dutchess,"2,600","2,890,000"
2005,3,Western New York,Erie,"16,000","15,160,000"
2005,3,North Country,Essex,800,"760,000"
2005,3,North Country,Franklin,"1,000","890,000"
2005,3,Mohawk Valley,Fulton,"1,000","940,000"
2005,3,Finger Lakes,Genesee,"1,300","1,220,000"
2005,3,Capital,Greene,800,"780,000"
2005,3,North Country,Hamilton,200,"130,000"
2005,3,Mohawk Valley,Herkimer,"1,300","1,340,000"
2005,3,North Country,Jefferson,"2,300","2,090,000"
2005,3,New York City,Kings,"25,900","25,330,000"
2005,3,North Country,Lewis,800,"880,000"
2005,3,Finger Lakes,Livingston,"1,200","1,150,000"
2005,3,Central New York,Madison,"1,400","1,400,000"
2005,3,Finger Lakes,Monroe,"9,200","9,010,000"
2005,3,Mohawk Valley,Montgomery,"1,200","1,200,000"
2005,3,Long Island,Nassau,"14,100","15,520,000"
2005,3,New York City,New York,"17,500","18,380,000"
2005,3,Western New York,Niagara,"4,900","4,430,000"
2005,3,Mohawk Valley,Oneida,"3,700","3,410,000"
2005,3,Central New York,Onondaga,"5,500","5,580,000"
2005,3,Finger Lakes,Ontario,"1,800","1,740,000"
2005,3,Hudson Valley,Orange,"3,400","3,600,000"
2005,3,Finger Lakes,Orleans,900,"770,000"
2005,3,Central New York,Oswego,"2,700","2,650,000"
2005,3,Mohawk Valley,Otsego,"1,000","950,000"
2005,3,Out-of-State Resident,Out-of-State,"18,900","23,570,000"
2005,3,Hudson Valley,Putnam,"1,000","1,230,000"
2005,3,New York City,Queens,"22,400","23,540,000"
2005,3,Capital,Rensselaer,"2,100","2,150,000"
2005,3,New York City,Richmond,"4,300","4,640,000"
2005,3,Hudson Valley,Rockland,"2,600","2,710,000"
2005,3,Capital,Saratoga,"2,500","2,570,000"
2005,3,Capital,Schenectady,"1,900","1,970,000"
2005,3,Mohawk Valley,Schoharie,600,"630,000"
2005,3,Southern Tier,Schuyler,500,"440,000"
2005,3,Finger Lakes,Seneca,600,"540,000"
2005,3,Southern Tier,Steuben,"1,800","1,870,000"
2005,3,North Country,St. Lawrence,"2,200","1,930,000"
2005,3,Long Island,Suffolk,"19,300","20,650,000"
2005,3,Hudson Valley,Sullivan,"1,100","1,100,000"
2005,3,Southern Tier,Tioga,900,"920,000"
2005,3,Southern Tier,Tompkins,700,"680,000"
2005,3,Hudson Valley,Ulster,"2,200","2,210,000"
2005,3,Unknown Geography,Unknown,800,"1,040,000"
2005,3,Capital,Warren,"1,300","1,160,000"
2005,3,Capital,Washington,"1,100","1,090,000"
2005,3,Finger Lakes,Wayne,"1,900","1,810,000"
2005,3,Hudson Valley,Westchester,"9,000","10,160,000"
2005,3,Finger Lakes,Wyoming,"1,000","1,040,000"
2005,3,Finger Lakes,Yates,400,"430,000"
2005,2,Capital,Albany,"2,800","2,610,000"
2005,2,Western New York,Allegany,900,"960,000"
2005,2,New York City,Bronx,"14,600","12,620,000"
2005,2,Southern Tier,Broome,"2,900","2,920,000"
2005,2,Western New York,Cattaraugus,"1,800","1,670,000"
2005,2,Central New York,Cayuga,"1,300","1,200,000"
2005,2,Western New York,Chautauqua,"2,000","1,650,000"
2005,2,Southern Tier,Chemung,"1,400","1,270,000"
2005,2,Southern Tier,Chenango,900,"880,000"
2005,2,North Country,Clinton,"1,300","1,160,000"
2005,2,Capital,Columbia,800,"660,000"
2005,2,Central New York,Cortland,"1,000","1,080,000"
2005,2,Southern Tier,Delaware,600,"580,000"
2005,2,Hudson Valley,Dutchess,"2,600","2,730,000"
2005,2,Western New York,Erie,"15,300","13,560,000"
2005,2,North Country,Essex,800,"700,000"
2005,2,North Country,Franklin,900,"790,000"
2005,2,Mohawk Valley,Fulton,"1,000","870,000"
2005,2,Finger Lakes,Genesee,"1,300","1,140,000"
2005,2,Capital,Greene,700,"690,000"
2005,2,North Country,Hamilton,100,"110,000"
2005,2,Mohawk Valley,Herkimer,"1,300","1,240,000"
2005,2,North Country,Jefferson,"2,200","1,890,000"
2005,2,New York City,Kings,"25,400","22,610,000"
2005,2,North Country,Lewis,800,"830,000"
2005,2,Finger Lakes,Livingston,"1,200","1,060,000"
2005,2,Central New York,Madison,"1,300","1,230,000"
2005,2,Finger Lakes,Monroe,"8,900","8,100,000"
2005,2,Mohawk Valley,Montgomery,"1,300","1,200,000"
2005,2,Long Island,Nassau,"13,800","13,900,000"
2005,2,New York City,New York,"17,400","16,490,000"
2005,2,Western New York,Niagara,"4,400","3,810,000"
2005,2,Mohawk Valley,Oneida,"3,500","3,020,000"
2005,2,Central New York,Onondaga,"5,500","5,110,000"
2005,2,Finger Lakes,Ontario,"1,800","1,640,000"
2005,2,Hudson Valley,Orange,"3,200","3,270,000"
2005,2,Finger Lakes,Orleans,800,"720,000"
2005,2,Central New York,Oswego,"2,900","2,600,000"
2005,2,Mohawk Valley,Otsego,"1,100","920,000"
2005,2,Out-of-State Resident,Out-of-State,"18,900","21,610,000"
2005,2,Hudson Valley,Putnam,"1,000","1,050,000"
2005,2,New York City,Queens,"21,800","20,890,000"
2005,2,Capital,Rensselaer,"2,000","1,940,000"
2005,2,New York City,Richmond,"4,200","4,150,000"
2005,2,Hudson Valley,Rockland,"2,400","2,470,000"
2005,2,Capital,Saratoga,"2,500","2,360,000"
2005,2,Capital,Schenectady,"1,900","1,720,000"
2005,2,Mohawk Valley,Schoharie,600,"600,000"
2005,2,Southern Tier,Schuyler,500,"420,000"
2005,2,Finger Lakes,Seneca,500,"530,000"
2005,2,Southern Tier,Steuben,"1,900","1,760,000"
2005,2,North Country,St. Lawrence,"2,000","1,780,000"
2005,2,Long Island,Suffolk,"19,300","19,480,000"
2005,2,Hudson Valley,Sullivan,"1,100","1,030,000"
2005,2,Southern Tier,Tioga,900,"910,000"
2005,2,Southern Tier,Tompkins,700,"630,000"
2005,2,Hudson Valley,Ulster,"2,300","2,080,000"
2005,2,Unknown Geography,Unknown,800,"870,000"
2005,2,Capital,Warren,"1,300","1,060,000"
2005,2,Capital,Washington,"1,100","1,020,000"
2005,2,Finger Lakes,Wayne,"1,800","1,590,000"
2005,2,Hudson Valley,Westchester,"8,800","9,240,000"
2005,2,Finger Lakes,Wyoming,"1,000","950,000"
2005,2,Finger Lakes,Yates,400,"380,000"
2005,1,Capital,Albany,"3,000","2,840,000"
2005,1,Western New York,Allegany,"1,000","970,000"
2005,1,New York City,Bronx,"16,600","14,450,000"
2005,1,Southern Tier,Broome,"3,300","2,800,000"
2005,1,Western New York,Cattaraugus,"1,900","1,720,000"
2005,1,Central New York,Cayuga,"1,400","1,250,000"
2005,1,Western New York,Chautauqua,"2,200","1,830,000"
2005,1,Southern Tier,Chemung,"1,400","1,340,000"
2005,1,Southern Tier,Chenango,"1,000","910,000"
2005,1,North Country,Clinton,"1,400","1,270,000"
2005,1,Capital,Columbia,600,"640,000"
2005,1,Central New York,Cortland,"1,100","1,180,000"
2005,1,Southern Tier,Delaware,600,"560,000"
2005,1,Hudson Valley,Dutchess,"2,900","3,030,000"
2005,1,Western New York,Erie,"17,000","14,780,000"
2005,1,North Country,Essex,800,"740,000"
2005,1,North Country,Franklin,"1,000","860,000"
2005,1,Mohawk Valley,Fulton,"1,100","950,000"
2005,1,Finger Lakes,Genesee,"1,400","1,230,000"
2005,1,Capital,Greene,800,"760,000"
2005,1,North Country,Hamilton,100,"120,000"
2005,1,Mohawk Valley,Herkimer,"1,400","1,340,000"
2005,1,North Country,Jefferson,"2,300","2,070,000"
2005,1,New York City,Kings,"29,600","25,460,000"
2005,1,North Country,Lewis,800,"880,000"
2005,1,Finger Lakes,Livingston,"1,200","1,140,000"
2005,1,Central New York,Madison,"1,300","1,250,000"
2005,1,Finger Lakes,Monroe,"9,700","8,830,000"
2005,1,Mohawk Valley,Montgomery,"1,300","1,280,000"
2005,1,Long Island,Nassau,"15,100","14,860,000"
2005,1,New York City,New York,"19,100","18,790,000"
2005,1,Western New York,Niagara,"4,900","4,040,000"
2005,1,Mohawk Valley,Oneida,"3,500","3,100,000"
2005,1,Central New York,Onondaga,"5,900","5,440,000"
2005,1,Finger Lakes,Ontario,"1,900","1,800,000"
2005,1,Hudson Valley,Orange,"3,700","3,580,000"
2005,1,Finger Lakes,Orleans,900,"750,000"
2005,1,Central New York,Oswego,"3,000","2,890,000"
2005,1,Mohawk Valley,Otsego,"1,100","950,000"
2005,1,Out-of-State Resident,Out-of-State,"19,800","23,330,000"
2005,1,Hudson Valley,Putnam,"1,000","1,140,000"
2005,1,New York City,Queens,"24,400","22,760,000"
2005,1,Capital,Rensselaer,"2,200","2,060,000"
2005,1,New York City,Richmond,"5,300","4,780,000"
2005,1,Hudson Valley,Rockland,"2,700","2,660,000"
2005,1,Capital,Saratoga,"2,500","2,400,000"
2005,1,Capital,Schenectady,"1,900","1,840,000"
2005,1,Mohawk Valley,Schoharie,600,"600,000"
2005,1,Southern Tier,Schuyler,500,"450,000"
2005,1,Finger Lakes,Seneca,600,"600,000"
2005,1,Southern Tier,Steuben,"1,900","1,950,000"
2005,1,North Country,St. Lawrence,"2,200","1,960,000"
2005,1,Long Island,Suffolk,"20,800","20,200,000"
2005,1,Hudson Valley,Sullivan,"1,200","1,110,000"
2005,1,Southern Tier,Tioga,"1,000","850,000"
2005,1,Southern Tier,Tompkins,800,"660,000"
2005,1,Hudson Valley,Ulster,"2,600","2,410,000"
2005,1,Unknown Geography,Unknown,800,"1,050,000"
2005,1,Capital,Warren,"1,300","1,180,000"
2005,1,Capital,Washington,"1,100","1,040,000"
2005,1,Finger Lakes,Wayne,"1,800","1,740,000"
2005,1,Hudson Valley,Westchester,"9,400","9,890,000"
2005,1,Finger Lakes,Wyoming,"1,100","980,000"
2005,1,Finger Lakes,Yates,400,"390,000"
2004,12,Capital,Albany,"2,400","2,110,000"
2004,12,Western New York,Allegany,800,"670,000"
2004,12,New York City,Bronx,"13,800","12,620,000"
2004,12,Southern Tier,Broome,"2,600","2,240,000"
2004,12,Western New York,Cattaraugus,"1,500","1,230,000"
2004,12,Central New York,Cayuga,"1,100","920,000"
2004,12,Western New York,Chautauqua,"1,800","1,400,000"
2004,12,Southern Tier,Chemung,"1,000","770,000"
2004,12,Southern Tier,Chenango,700,"620,000"
2004,12,North Country,Clinton,"1,100","910,000"
2004,12,Capital,Columbia,500,"410,000"
2004,12,Central New York,Cortland,900,"840,000"
2004,12,Southern Tier,Delaware,400,"350,000"
2004,12,Hudson Valley,Dutchess,"2,200","2,100,000"
2004,12,Western New York,Erie,"14,100","11,610,000"
2004,12,North Country,Essex,700,"540,000"
2004,12,North Country,Franklin,800,"670,000"
2004,12,Mohawk Valley,Fulton,800,"600,000"
2004,12,Finger Lakes,Genesee,"1,200","920,000"
2004,12,Capital,Greene,600,"510,000"
2004,12,North Country,Hamilton,100,"90,000"
2004,12,Mohawk Valley,Herkimer,"1,100","940,000"
2004,12,North Country,Jefferson,"1,900","1,520,000"
2004,12,New York City,Kings,"23,700","22,420,000"
2004,12,North Country,Lewis,600,"560,000"
2004,12,Finger Lakes,Livingston,"1,000","860,000"
2004,12,Central New York,Madison,"1,000","880,000"
2004,12,Finger Lakes,Monroe,"8,200","7,280,000"
2004,12,Mohawk Valley,Montgomery,"1,000","810,000"
2004,12,Long Island,Nassau,"12,100","12,520,000"
2004,12,New York City,New York,"16,800","16,910,000"
2004,12,Western New York,Niagara,"3,900","2,990,000"
2004,12,Mohawk Valley,Oneida,"2,700","2,140,000"
2004,12,Central New York,Onondaga,"4,900","4,260,000"
2004,12,Finger Lakes,Ontario,"1,600","1,340,000"
2004,12,Hudson Valley,Orange,"2,800","2,730,000"
2004,12,Finger Lakes,Orleans,700,"560,000"
2004,12,Central New York,Oswego,"2,500","2,060,000"
2004,12,Mohawk Valley,Otsego,800,"660,000"
2004,12,Out-of-State Resident,Out-of-State,"17,200","20,040,000"
2004,12,Hudson Valley,Putnam,800,"910,000"
2004,12,New York City,Queens,"19,600","19,790,000"
2004,12,Capital,Rensselaer,"1,700","1,430,000"
2004,12,New York City,Richmond,"3,900","3,990,000"
2004,12,Hudson Valley,Rockland,"2,100","2,100,000"
2004,12,Capital,Saratoga,"2,000","1,760,000"
2004,12,Capital,Schenectady,"1,600","1,400,000"
2004,12,Mohawk Valley,Schoharie,500,"390,000"
2004,12,Southern Tier,Schuyler,400,"290,000"
2004,12,Finger Lakes,Seneca,500,"380,000"
2004,12,Southern Tier,Steuben,"1,400","1,210,000"
2004,12,North Country,St. Lawrence,"2,100","1,570,000"
2004,12,Long Island,Suffolk,"15,200","15,370,000"
2004,12,Hudson Valley,Sullivan,900,"840,000"
2004,12,Southern Tier,Tioga,800,"620,000"
2004,12,Southern Tier,Tompkins,600,"540,000"
2004,12,Hudson Valley,Ulster,"2,100","1,800,000"
2004,12,Unknown Geography,Unknown,800,"940,000"
2004,12,Capital,Warren,"1,200","890,000"
2004,12,Capital,Washington,800,"700,000"
2004,12,Finger Lakes,Wayne,"1,600","1,300,000"
2004,12,Hudson Valley,Westchester,"7,400","7,660,000"
2004,12,Finger Lakes,Wyoming,900,"700,000"
2004,12,Finger Lakes,Yates,400,"280,000"
2004,11,Capital,Albany,"2,100","2,030,000"
2004,11,Western New York,Allegany,600,"530,000"
2004,11,New York City,Bronx,"13,700","13,310,000"
2004,11,Southern Tier,Broome,"2,200","1,750,000"
2004,11,Western New York,Cattaraugus,"1,300","1,000,000"
2004,11,Central New York,Cayuga,"1,000","800,000"
2004,11,Western New York,Chautauqua,"1,800","1,220,000"
2004,11,Southern Tier,Chemung,800,"700,000"
2004,11,Southern Tier,Chenango,600,"490,000"
2004,11,North Country,Clinton,900,"790,000"
2004,11,Capital,Columbia,400,"370,000"
2004,11,Central New York,Cortland,700,"670,000"
2004,11,Southern Tier,Delaware,300,"260,000"
2004,11,Hudson Valley,Dutchess,"1,800","2,000,000"
2004,11,Western New York,Erie,"12,300","10,500,000"
2004,11,North Country,Essex,500,"420,000"
2004,11,North Country,Franklin,700,"560,000"
2004,11,Mohawk Valley,Fulton,600,"490,000"
2004,11,Finger Lakes,Genesee,"1,000","740,000"
2004,11,Capital,Greene,500,"460,000"
2004,11,North Country,Hamilton,100,"80,000"
2004,11,Mohawk Valley,Herkimer,900,"740,000"
2004,11,North Country,Jefferson,"1,700","1,340,000"
2004,11,New York City,Kings,"23,300","23,130,000"
2004,11,North Country,Lewis,500,"380,000"
2004,11,Finger Lakes,Livingston,800,"640,000"
2004,11,Central New York,Madison,900,"730,000"
2004,11,Finger Lakes,Monroe,"7,200","6,890,000"
2004,11,Mohawk Valley,Montgomery,700,"590,000"
2004,11,Long Island,Nassau,"10,800","12,340,000"
2004,11,New York City,New York,"16,800","18,020,000"
2004,11,Western New York,Niagara,"3,200","2,520,000"
2004,11,Mohawk Valley,Oneida,"2,200","1,790,000"
2004,11,Central New York,Onondaga,"4,800","4,280,000"
2004,11,Finger Lakes,Ontario,"1,200","1,050,000"
2004,11,Hudson Valley,Orange,"2,600","2,760,000"
2004,11,Finger Lakes,Orleans,600,"450,000"
2004,11,Central New York,Oswego,"2,100","1,790,000"
2004,11,Mohawk Valley,Otsego,600,"470,000"
2004,11,Out-of-State Resident,Out-of-State,"16,800","21,520,000"
2004,11,Hudson Valley,Putnam,700,"870,000"
2004,11,New York City,Queens,"18,800","20,140,000"
2004,11,Capital,Rensselaer,"1,400","1,280,000"
2004,11,New York City,Richmond,"3,700","4,110,000"
2004,11,Hudson Valley,Rockland,"2,000","2,130,000"
2004,11,Capital,Saratoga,"1,600","1,570,000"
2004,11,Capital,Schenectady,"1,300","1,280,000"
2004,11,Mohawk Valley,Schoharie,300,"260,000"
2004,11,Southern Tier,Schuyler,300,"240,000"
2004,11,Finger Lakes,Seneca,300,"280,000"
2004,11,Southern Tier,Steuben,"1,100","950,000"
2004,11,North Country,St. Lawrence,"1,800","1,220,000"
2004,11,Long Island,Suffolk,"13,300","14,420,000"
2004,11,Hudson Valley,Sullivan,800,"690,000"
2004,11,Southern Tier,Tioga,500,"440,000"
2004,11,Southern Tier,Tompkins,500,"500,000"
2004,11,Hudson Valley,Ulster,"1,800","1,740,000"
2004,11,Unknown Geography,Unknown,900,"1,120,000"
2004,11,Capital,Warren,900,"720,000"
2004,11,Capital,Washington,700,"570,000"
2004,11,Finger Lakes,Wayne,"1,300","1,150,000"
2004,11,Hudson Valley,Westchester,"6,600","7,720,000"
2004,11,Finger Lakes,Wyoming,700,"510,000"
2004,11,Finger Lakes,Yates,300,"200,000"
2004,10,Capital,Albany,"1,700","1,520,000"
2004,10,Western New York,Allegany,400,"300,000"
2004,10,New York City,Bronx,"13,200","11,350,000"
2004,10,Southern Tier,Broome,"1,500","1,230,000"
2004,10,Western New York,Cattaraugus,900,"650,000"
2004,10,Central New York,Cayuga,700,"570,000"
2004,10,Western New York,Chautauqua,"1,200","800,000"
2004,10,Southern Tier,Chemung,700,"490,000"
2004,10,Southern Tier,Chenango,400,"310,000"
2004,10,North Country,Clinton,700,"550,000"
2004,10,Capital,Columbia,300,"260,000"
2004,10,Central New York,Cortland,400,"330,000"
2004,10,Southern Tier,Delaware,200,"190,000"
2004,10,Hudson Valley,Dutchess,"1,600","1,580,000"
2004,10,Western New York,Erie,"9,700","7,800,000"
2004,10,North Country,Essex,300,"170,000"
2004,10,North Country,Franklin,400,"280,000"
2004,10,Mohawk Valley,Fulton,500,"360,000"
2004,10,Finger Lakes,Genesee,700,"520,000"
2004,10,Capital,Greene,400,"300,000"
2004,10,North Country,Hamilton,100,"30,000"
2004,10,Mohawk Valley,Herkimer,500,"380,000"
2004,10,North Country,Jefferson,"1,100","790,000"
2004,10,New York City,Kings,"22,900","20,250,000"
2004,10,North Country,Lewis,300,"210,000"
2004,10,Finger Lakes,Livingston,500,"430,000"
2004,10,Central New York,Madison,600,"510,000"
2004,10,Finger Lakes,Monroe,"6,300","5,680,000"
